Date_and_time_of_unloading,Product_code,Amount,Sale_amount,Discount_amount,Profit,Percentage_markup,Discount_percentage
4/10/22 18:00,3068,1,209.79,90.21,69.79,49.85,30.07
4/10/22 18:00,3096,3,854.55,215.45,314.55,58.25,20.14
4/10/22 18:00,3304,0.2,100.31,43.69,30.31,43.3,30.34
4/10/22 18:00,3354,1,543.74,136.26,243.74,81.25,20.04
4/10/22 18:00,3597,2,557.8,142.2,205.8,58.47,20.31
4/10/22 18:00,3617,6,1005,675,345,52.27,40.18
4/10/22 18:00,4203,1,540,140,250,86.21,20.59
4/10/22 18:00,4333,2,489.69,270.31,93.69,23.66,35.57
4/10/22 18:00,4341,1,399.8,100.2,127.8,46.99,20.04
4/10/22 18:00,4772,1,142.5,37.5,52.5,58.33,20.83
4/10/22 18:00,4792,1,279.72,120.28,77.22,38.13,30.07
4/10/22 18:00,4822,1,142.5,37.5,52.5,58.33,20.83
4/10/22 18:00,4843,1,303.3,76.7,103.3,51.65,20.18
4/10/22 18:00,4852,2,244.76,455.24,-97.24,-28.43,65.03
4/10/22 18:00,4883,1,359.48,90.52,130.53,57.01,20.12
4/10/22 18:00,4887,1,225.5,184.5,5.5,2.5,45
4/10/22 18:00,4908,1,262.06,67.94,112.06,74.71,20.59
4/10/22 18:00,4911,2,538.7,361.3,120.7,28.88,40.14
4/10/22 18:00,4912,1,287.31,192.69,37.31,14.92,40.14
4/10/22 18:00,4915,2,437,263,97,28.53,37.57
4/10/22 18:00,4918,2,436.99,263.01,96.99,28.53,37.57
4/15/22 17:00,129,1,302.71,77.29,86.71,40.14,20.34
4/15/22 17:00,139,2,559.54,140.46,253.54,82.86,20.07
4/15/22 17:00,141,1,358.99,91.01,109.99,44.17,20.22
4/15/22 17:00,216,1,183.26,46.74,75.26,69.69,20.32
4/15/22 17:00,236,15,3919.74,1840.26,804.24,25.81,31.95
4/15/22 17:00,299,2,351.01,88.99,161.41,85.13,20.23
4/15/22 17:00,505,1,277.36,72.64,147.84,114.14,20.75
4/15/22 17:00,646,3,720,180,315,77.78,20
4/15/22 17:00,653,2,558.86,141.14,271.46,94.45,20.16
4/15/22 17:00,896,1,420,,190,82.61,
4/15/22 17:00,1057,1,260,70,133.52,105.57,21.21
4/15/22 17:00,2108,1,240,60,100,71.43,20
4/15/22 17:00,2114,1,199.22,50.78,99.22,99.22,20.31
4/15/22 17:00,2485,1,223.12,56.88,88.12,65.27,20.31
4/15/22 17:00,2936,2,526.22,133.78,266.22,102.39,20.27
4/15/22 17:00,2969,1.5,1018.54,1.46,668.54,191.01,0.14
4/15/22 17:00,3304,1,580,,230,65.71,
4/15/22 17:00,3354,2.5,1350,,600,80,
4/15/22 17:00,3553,1,300,80,118,64.84,21.05
4/15/22 17:00,3597,6,1678.91,421.09,622.91,58.99,20.05
4/15/22 17:00,3641,0.5,410,,122.73,42.72,
4/15/22 17:00,3998,1,278.86,71.14,130.86,88.42,20.33
4/15/22 17:00,4062,4,1015,385,399,64.77,27.5
4/15/22 17:00,4203,9.5,5032.72,97.28,2277.72,82.68,1.9
4/15/22 17:00,4234,1,350,150,80,29.63,30
4/15/22 17:00,4333,1,302.97,77.03,104.97,53.02,20.27
4/15/22 17:00,4520,2,1360,,658,93.73,
4/15/22 17:00,4618,0.5,360,,195,118.18,
4/15/22 17:00,4623,1,287.76,72.24,107.76,59.87,20.07
4/15/22 17:00,4685,1,439.64,110.36,189.64,75.86,20.07
4/15/22 17:00,4716,1,199.22,50.78,104.22,109.71,20.31
4/15/22 17:00,4719,1,175.31,44.69,85.91,96.1,20.31
4/15/22 17:00,4772,1,142.64,37.36,52.64,58.49,20.76
4/15/22 17:00,4787,1,263.78,66.22,123.78,88.41,20.07
4/15/22 17:00,4796,1,321.32,8.68,161.32,100.83,2.63
4/15/22 17:00,4797,2,472.7,127.3,192.7,68.82,21.22
4/15/22 17:00,4818,1,358.78,91.22,133.78,59.46,20.27
4/15/22 17:00,4833,1,223.13,56.87,78.53,54.31,20.31
4/15/22 17:00,4867,1,480,,280,140,
4/15/22 17:00,4885,2,559.54,140.46,306.58,121.2,20.07
4/15/22 17:00,4889,0.25,315,,65.13,26.07,
4/15/22 17:00,4905,1,222.89,57.11,82.89,59.21,20.4
4/15/22 17:00,4911,5,1798.59,451.41,753.59,72.11,20.06
4/15/22 17:00,4912,2,766.11,193.89,266.11,53.22,20.2
4/15/22 17:00,4913,3,1150.5,289.5,400.5,53.4,20.1
4/15/22 17:00,4918,1,280,70,110,64.71,20
4/15/22 17:00,4920,4,1052.97,467.03,272.97,35,30.73
4/15/22 17:00,4925,5,551.58,1198.42,-323.42,-36.96,68.48
4/15/22 17:00,4926,2,441.63,218.37,161.63,57.73,33.09
4/15/22 17:00,4927,1,700,180,220,45.83,20.45
4/15/22 17:00,4929,16,159.88,0.12,159.88,,0.08
4/20/22 15:00,236,17,5436.75,1363.25,1905.85,53.98,20.05
4/20/22 15:00,277,2,2880,720,1895,192.39,20
4/20/22 15:00,646,2,480,120,210,77.78,20
4/20/22 15:00,896,2.5,1050,,475,82.61,
4/20/22 15:00,1057,5,1318.19,331.81,685.79,108.44,20.11
4/20/22 15:00,1149,1,238.78,61.22,98.78,70.56,20.41
4/20/22 15:00,2271,3,645.76,164.24,320.76,98.7,20.28
4/20/22 15:00,2274,1,244.85,105.15,74.85,44.03,30.04
4/20/22 15:00,2347,1,380,100,115,43.4,20.83
4/20/22 15:00,2402,4,1950,450,918.63,89.07,18.75
4/20/22 15:00,2485,2,446.68,113.32,176.68,65.44,20.24
4/20/22 15:00,2594,2,606.61,153.39,195.81,47.67,20.18
4/20/22 15:00,2734,3,720,180,270,60,20
4/20/22 15:00,3068,1,239.91,60.09,99.91,71.36,20.03
4/20/22 15:00,3096,3,863.09,216.91,323.09,59.83,20.08
4/20/22 15:00,3304,2.75,1551.36,43.64,588.86,61.18,2.74
4/20/22 15:00,3354,4.25,2294.53,0.47,1019.53,79.96,0.02
4/20/22 15:00,3367,3,786.9,203.1,289.2,58.11,20.52
4/20/22 15:00,3553,5,1514.14,385.86,489.14,47.72,20.31
4/20/22 15:00,3597,3,837.96,212.04,309.96,58.7,20.19
4/20/22 15:00,3607,9,1991.16,708.84,826.16,70.92,26.25
4/20/22 15:00,3641,1.9,1509.53,48.47,417.93,38.29,3.11
4/20/22 15:00,3800,1,382.09,97.91,127.09,49.84,20.4
4/20/22 15:00,3973,1,320.53,139.47,70.53,28.21,30.32
4/20/22 15:00,4006,1,279.81,70.19,129.33,85.94,20.05
4/20/22 15:00,4062,7,1956.83,493.17,878.83,81.52,20.13
4/20/22 15:00,4128,1,258.64,111.36,78.64,43.69,30.1
4/20/22 15:00,4134,1,319.65,80.35,111.65,53.68,20.09
4/20/22 15:00,4220,0.5,407.32,102.68,46.82,12.99,20.13
4/20/22 15:00,4234,3,1200,300,390,48.15,20
4/20/22 15:00,4309,1,2168.68,931.32,500.68,30.02,30.04
4/20/22 15:00,4333,10,2994.81,805.19,1014.81,51.25,21.19
4/20/22 15:00,4341,2,799.34,200.66,255.34,46.94,20.07
4/20/22 15:00,4465,1,480,120,150,45.45,20
4/20/22 15:00,4467,1,375.59,94.41,116.59,45.02,20.09
4/20/22 15:00,4493,1,367.39,92.61,116.39,46.37,20.13
4/20/22 15:00,4520,1.5,1019.77,0.23,493.27,93.69,0.02
4/20/22 15:00,4580,1,1119.32,480.68,271.32,32,30.04
4/20/22 15:00,4608,1,359.61,90.39,110.61,44.42,20.09
4/20/22 15:00,4618,3,2160,,1170,118.18,
4/20/22 15:00,4656,1,198.86,51.14,113.86,133.95,20.46
4/20/22 15:00,4714,1,215.76,54.24,105.76,96.15,20.09
4/20/22 15:00,4738,0.5,450,,145.2,47.64,
4/20/22 15:00,4758,1,415.55,104.45,148.55,55.64,20.09
4/20/22 15:00,4763,4,987.01,332.99,407.01,70.17,25.23
4/20/22 15:00,4771,1,303.49,76.51,115.29,61.26,20.13
4/20/22 15:00,4772,1,140,40,50,55.56,22.22
4/20/22 15:00,4784,0.5,630,,178.5,39.53,
4/20/22 15:00,4796,1,262.28,67.72,102.28,63.93,20.52
4/20/22 15:00,4797,1,239.91,60.09,99.91,71.36,20.03
4/20/22 15:00,4799,4,957.85,242.15,397.85,71.04,20.18
4/20/22 15:00,4821,2,480,120,200,71.43,20
4/20/22 15:00,4824,1,295.89,74.11,106.89,56.56,20.03
4/20/22 15:00,4867,2.25,1077.53,2.47,627.53,139.45,0.23
4/20/22 15:00,4880,1,1279.54,320.46,414.07,47.84,20.03
4/20/22 15:00,4887,2,655.42,164.58,215.42,48.96,20.07
4/20/22 15:00,4895,1,545.67,234.33,120.67,28.39,30.04
4/20/22 15:00,4900,1,545.67,234.33,120.67,28.39,30.04
4/20/22 15:00,4902,1,538.67,231.33,139.67,35.01,30.04
4/20/22 15:00,4905,4,833.6,286.4,273.6,48.86,25.57
4/20/22 15:00,4911,2,718.06,181.94,300.06,71.78,20.22
4/20/22 15:00,4912,2,767.16,192.84,267.16,53.43,20.09
4/20/22 15:00,4914,2,716.41,243.59,216.41,43.28,25.37
4/20/22 15:00,4915,1,279.52,70.48,109.52,64.42,20.14
4/20/22 15:00,4919,4,1181.41,298.59,449.41,61.39,20.18
4/20/22 15:00,4920,4,1213.56,306.44,433.56,55.58,20.16
4/20/22 15:00,4921,9.5,5249.01,1210.99,1924.01,57.86,18.75
4/20/22 15:00,4925,4,1014.75,385.25,314.75,44.96,27.52
4/20/22 15:00,4926,1,264,66,124,88.57,20
4/20/22 15:00,4929,48,476.98,3.02,476.98,,0.63
4/20/22 15:00,4930,8,1545.19,694.81,505.19,48.58,31.02
4/20/22 15:00,4931,9,2065.67,634.33,805.67,63.94,23.49
4/22/22 16:00,896,0.5,210,,95,82.61,
4/22/22 16:00,1149,2,479.69,120.31,199.69,71.32,20.05
4/22/22 16:00,2274,1,245,105,75,44.12,30
4/22/22 16:00,2347,2,763.52,196.48,233.52,44.06,20.47
4/22/22 16:00,2402,1,360,240,100,38.46,40
4/22/22 16:00,3607,1,180,120,45,33.33,40
4/22/22 16:00,4006,1,280,70,129.52,86.07,20
4/22/22 16:00,4135,1,319.6,80.4,111.6,53.65,20.1
4/22/22 16:00,4465,1,383.52,216.48,53.52,16.22,36.08
4/22/22 16:00,4763,1,263.66,66.34,118.66,81.83,20.1
4/22/22 16:00,4799,1,239.68,60.32,99.68,71.2,20.11
4/22/22 16:00,4893,0.5,970,,245,33.79,
4/22/22 16:00,4905,2,440,120,160,57.14,21.43
4/22/22 16:00,4911,1,359.54,90.46,150.54,72.03,20.1
4/22/22 16:00,4913,1,383.51,96.49,133.51,53.4,20.1
4/22/22 16:00,4914,1,285,195,35,14,40.63
4/22/22 16:00,4915,1,279.64,70.36,109.64,64.49,20.1
4/22/22 16:00,4916,1,279.64,70.36,109.64,64.49,20.1
4/22/22 16:00,4918,1,279.64,70.36,109.64,64.49,20.1
4/22/22 16:00,4926,1,263.67,66.33,123.67,88.34,20.1
4/22/22 16:00,4929,4,40,,40,,
4/22/22 16:00,4931,3,719.69,180.31,299.69,71.35,20.03
4/28/22 14:00,140,1,223.02,56.98,77.02,52.75,20.35
4/28/22 14:00,505,2,560,140,300.96,116.18,20
4/28/22 14:00,896,2.5,1050,,475,82.61,
4/28/22 14:00,1059,1,456,114,283,163.58,20
4/28/22 14:00,1149,1,240,60,100,71.43,20
4/28/22 14:00,1809,4,1050,270,475.2,82.67,20.45
4/28/22 14:00,2108,4,957.61,242.39,397.61,71,20.2
4/28/22 14:00,2271,4,861.34,218.66,421.34,95.76,20.25
4/28/22 14:00,2274,2,489.48,210.52,149.48,43.96,30.07
4/28/22 14:00,2347,1,382.37,97.63,117.37,44.29,20.34
4/28/22 14:00,2402,8.5,3482.85,1617.15,1272.85,57.6,31.71
4/28/22 14:00,2485,3,606.81,233.19,201.81,49.83,27.76
4/28/22 14:00,2594,1,303.51,76.49,98.11,47.77,20.13
4/28/22 14:00,2614,1,307.72,132.28,74.72,32.07,30.06
4/28/22 14:00,2772,5,8,842,-842,-99.06,99.06
4/28/22 14:00,2969,4,2046.37,673.63,1113.05,119.26,24.77
4/28/22 14:00,3055,0.5,390,,42.12,12.11,
4/28/22 14:00,3057,0.5,448.68,1.32,98.68,28.19,0.29
4/28/22 14:00,3304,1.5,869.66,0.34,344.66,65.65,0.04
4/28/22 14:00,3354,3,1620,,720,80,
4/28/22 14:00,3553,1,300,80,95,46.34,21.05
4/28/22 14:00,3607,7,1769.4,330.6,824.4,87.24,15.74
4/28/22 14:00,3641,0.5,410,,122.73,42.72,
4/28/22 14:00,3803,3,1077.18,272.82,387.18,56.11,20.21
4/28/22 14:00,3972,1,367.64,92.36,117.64,47.06,20.08
4/28/22 14:00,4021,1,654.94,165.06,206.94,46.19,20.13
4/28/22 14:00,4224,8,2351.38,688.62,841.38,55.72,22.65
4/28/22 14:00,4234,1,300,200,30,11.11,40
4/28/22 14:00,4333,2,531.64,228.36,135.64,34.25,30.05
4/28/22 14:00,4451,0.2,251.69,0.31,63.55,33.78,0.12
4/28/22 14:00,4457,1.9,2543.71,2.29,651.12,34.4,0.09
4/28/22 14:00,4493,1,365,95,114,45.42,20.65
4/28/22 14:00,4502,1,580,150,181,45.36,20.55
4/28/22 14:00,4520,0.75,510,,246.75,93.73,
4/28/22 14:00,4524,2,447.02,112.98,163.62,57.73,20.18
4/28/22 14:00,4618,1.5,1043.05,36.95,548.05,110.72,3.42
4/28/22 14:00,4623,2,574.6,145.4,214.6,59.61,20.19
4/28/22 14:00,4638,1,216,54,111,105.71,20
4/28/22 14:00,4643,1,695.42,174.58,217.42,45.49,20.07
4/28/22 14:00,4693,2,527.25,132.75,207.25,64.77,20.11
4/28/22 14:00,4694,8,1906.19,733.81,666.19,53.73,27.8
4/28/22 14:00,4699,2,527.75,132.25,227.75,75.92,20.04
4/28/22 14:00,4705,1.25,583.51,116.49,321.01,122.29,16.64
4/28/22 14:00,4763,2,523.34,136.66,233.34,80.46,20.71
4/28/22 14:00,4769,2,478.96,121.04,186.56,63.8,20.17
4/28/22 14:00,4787,1,263.3,66.7,123.3,88.07,20.21
4/28/22 14:00,4792,1,319.84,80.16,117.34,57.95,20.04
4/28/22 14:00,4799,11,2579.4,720.6,1039.4,67.49,21.84
4/28/22 14:00,4830,7,1546.33,413.67,706.33,84.09,21.11
4/28/22 14:00,4856,1,659.81,440.19,125.81,23.56,40.02
4/28/22 14:00,4875,2,670.34,169.66,230.34,52.35,20.2
4/28/22 14:00,4882,1,1280,320,414.53,47.9,20
4/28/22 14:00,4884,2,5,655,-223.96,-97.82,99.24
4/28/22 14:00,4889,0.5,630,,130.25,26.06,
4/28/22 14:00,4891,1,719.61,180.39,220.61,44.21,20.04
4/28/22 14:00,4895,1,467.87,312.13,42.87,10.09,40.02
4/28/22 14:00,4902,1,461.87,308.13,62.87,15.76,40.02
4/28/22 14:00,4905,1,223.66,56.34,83.66,59.76,20.12
4/28/22 14:00,4911,3,1034.46,315.54,407.46,64.99,23.37
4/28/22 14:00,4914,1,383.23,96.77,133.23,53.29,20.16
4/28/22 14:00,4915,1,209.94,140.06,39.94,23.49,40.02
4/28/22 14:00,4916,1,209.95,140.05,39.95,23.5,40.01
4/28/22 14:00,4918,1,209.94,140.06,39.94,23.49,40.02
4/28/22 14:00,4919,1,295.52,74.48,112.52,61.49,20.13
4/28/22 14:00,4925,4,1046.77,353.23,346.77,49.54,25.23
4/28/22 14:00,4926,2,526.54,133.46,246.54,88.05,20.22
4/28/22 14:00,4927,4,2811.97,708.03,891.97,46.46,20.11
4/28/22 14:00,4929,42,413.61,6.39,413.61,,1.52
4/28/22 14:00,4930,6,1225.17,454.83,445.17,57.07,27.07
4/28/22 14:00,4931,4,869.27,330.73,309.27,55.23,27.56
4/28/22 14:00,4933,8,2015.99,624.01,815.99,68,23.64
4/28/22 14:00,4935,7,1509.88,590.12,529.88,54.07,28.1
4/28/22 14:00,4936,16,3415.23,1384.77,1175.23,52.47,28.85
4/28/22 14:00,4937,25,7386.41,2363.59,2386.41,47.73,24.24
5/1/22 13:00,140,1,223.22,56.78,77.22,52.89,20.28
5/1/22 13:00,141,1,358.74,91.26,109.74,44.07,20.28
5/1/22 13:00,474,2,700,180,216.8,44.87,20.45
5/1/22 13:00,2114,1,200,50,100,100,20
5/1/22 13:00,2274,1,245,105,75,44.12,30
5/1/22 13:00,2969,3,2040,,1340.01,191.43,
5/1/22 13:00,3096,1,285.71,74.29,105.71,58.73,20.64
5/1/22 13:00,3354,1,540,,240,80,
5/1/22 13:00,3553,1,300,80,95,46.34,21.05
5/1/22 13:00,4411,2,978.04,421.96,238.04,32.17,30.14
5/1/22 13:00,4457,1,1340,,343.9,34.52,
5/1/22 13:00,4509,1,280.78,189.22,27.78,10.98,40.26
5/1/22 13:00,4520,0.25,170,,82.25,93.73,
5/1/22 13:00,4618,0.5,358.79,1.21,193.79,117.45,0.34
5/1/22 13:00,4705,0.5,280,,175,166.67,
5/1/22 13:00,4763,2,521.9,138.1,231.9,79.97,20.92
5/1/22 13:00,4817,1,214.29,55.71,99.29,86.34,20.63
5/1/22 13:00,4915,1,244.8,105.2,74.8,44,30.06
5/1/22 13:00,4916,1,244.8,105.2,74.8,44,30.06
5/1/22 13:00,4918,2,454.8,245.2,114.8,33.76,35.03
5/1/22 13:00,4920,1,265.78,114.22,70.78,36.3,30.06
5/1/22 13:00,4926,2,526.24,133.76,246.24,87.94,20.27
5/1/22 13:00,4929,9,89.97,0.03,89.97,,0.03
5/1/22 13:00,4935,2,447.92,152.08,167.92,59.97,25.35
5/1/22 13:00,4936,5,1079.22,420.78,379.22,54.17,28.05
5/6/22 0:00,126,1,300,80,84,38.89,21.05
5/6/22 0:00,131,1,202.99,137.01,32.99,19.41,40.3
5/6/22 0:00,140,2,446.04,113.96,154.04,52.75,20.35
5/6/22 0:00,212,2,1014.86,385.14,258.86,34.24,27.51
5/6/22 0:00,217,1,696,174,255,57.82,20
5/6/22 0:00,222,2,1075.35,464.65,319.35,42.24,30.17
5/6/22 0:00,278,1,240.43,129.57,102.43,74.22,35.02
5/6/22 0:00,505,4,1031,369,512.92,99,26.36
5/6/22 0:00,643,2,478.96,121.04,194.76,68.53,20.17
5/6/22 0:00,1057,1,264,66,137.52,108.73,20
5/6/22 0:00,1149,1,239.37,60.63,99.37,70.98,20.21
5/6/22 0:00,1753,1,315,105,90,40,25
5/6/22 0:00,1809,2,526.4,133.6,239,83.16,20.24
5/6/22 0:00,1912,1,520,130,149.36,40.3,20
5/6/22 0:00,2271,2,418.5,121.5,198.5,90.23,22.5
5/6/22 0:00,2274,4,1065.37,334.63,385.37,56.67,23.9
5/6/22 0:00,2969,3.5,2376.7,3.3,1560.04,191.03,0.14
5/6/22 0:00,3068,4,957.54,242.46,397.54,70.99,20.21
5/6/22 0:00,3127,2,1350,450,420.4,45.22,25
5/6/22 0:00,3367,2,525.7,134.3,193.9,58.44,20.35
5/6/22 0:00,3528,1,487.35,262.65,50.35,11.52,35.02
5/6/22 0:00,3553,2,531.93,228.07,121.93,29.74,30.01
5/6/22 0:00,3617,4,877.15,242.85,437.15,99.35,21.68
5/6/22 0:00,3627,2,494.57,165.43,267.77,118.06,25.07
5/6/22 0:00,3697,2,1197.22,302.78,396.22,49.47,20.19
5/6/22 0:00,3735,1,478.9,121.1,148.9,45.12,20.18
5/6/22 0:00,3803,2,716.72,183.28,256.72,55.81,20.36
5/6/22 0:00,3804,1,324.9,175.1,49.9,18.15,35.02
5/6/22 0:00,3805,1,399.44,100.56,124.44,45.25,20.11
5/6/22 0:00,4006,3,820.44,229.56,369,81.74,21.86
5/6/22 0:00,4037,8.5,4116.43,1323.57,1736.43,72.96,24.33
5/6/22 0:00,4117,2,661.95,398.05,41.95,6.77,37.55
5/6/22 0:00,4127,1,454.86,245.14,44.86,10.94,35.02
5/6/22 0:00,4128,1,220.96,149.04,40.96,22.76,40.28
5/6/22 0:00,4134,2,619.39,180.61,203.39,48.89,22.58
5/6/22 0:00,4138,1,292.5,97.5,94.5,47.73,25
5/6/22 0:00,4164,1,600,150,200,50,20
5/6/22 0:00,4220,0.5,510,,149.5,41.47,
5/6/22 0:00,4303,1,415.87,224.13,67.87,19.5,35.02
5/6/22 0:00,4359,1,519.24,130.76,167.24,47.51,20.12
5/6/22 0:00,4457,1.5,2007.36,2.64,513.21,34.35,0.13
5/6/22 0:00,4459,1,2029.48,870.52,443.48,27.96,30.02
5/6/22 0:00,4467,5,1852.98,497.02,557.98,43.09,21.15
5/6/22 0:00,4483,1,357.39,192.61,62.39,21.15,35.02
5/6/22 0:00,4494,1,367.48,92.52,116.48,46.41,20.11
5/6/22 0:00,4495,1,1399.64,600.36,302.64,27.59,30.02
5/6/22 0:00,4509,1,352.5,117.5,99.5,39.33,25
5/6/22 0:00,4524,2,447.57,112.43,164.17,57.93,20.08
5/6/22 0:00,4608,2,697,203,199,39.96,22.56
5/6/22 0:00,4618,5.75,3831.81,308.19,1934.31,101.94,7.44
5/6/22 0:00,4623,4,1144.84,295.16,424.84,59.01,20.5
5/6/22 0:00,4638,1,215.51,54.49,110.51,105.25,20.18
5/6/22 0:00,4656,2,349.25,150.75,179.25,105.44,30.15
5/6/22 0:00,4705,0.7,391.28,0.72,244.28,166.18,0.18
5/6/22 0:00,4714,1,202.5,67.5,92.5,84.09,25
5/6/22 0:00,4719,1,175.18,44.82,85.78,95.95,20.37
5/6/22 0:00,4777,2,766.22,193.78,244.22,46.79,20.19
5/6/22 0:00,4795,4.5,2338.92,541.08,1168.92,99.91,18.79
5/6/22 0:00,4797,4,954.92,245.08,394.92,70.52,20.42
5/6/22 0:00,4810,14.9,7703.02,1832.98,4116.77,114.79,19.22
5/6/22 0:00,4817,1,215.72,54.28,100.72,87.58,20.1
5/6/22 0:00,4822,1,143.74,36.26,53.74,59.71,20.14
5/6/22 0:00,4830,2,443.34,116.66,203.34,84.73,20.83
5/6/22 0:00,4839,17,4353.08,1256.92,1803.08,70.71,22.4
5/6/22 0:00,4846,2,316.66,83.34,136.66,75.92,20.84
5/6/22 0:00,4875,1,250.75,169.25,30.75,13.98,40.3
5/6/22 0:00,4879,4,1066.27,333.73,567.59,113.82,23.84
5/6/22 0:00,4885,1,279.58,70.42,153.1,121.05,20.12
5/6/22 0:00,4889,1,1258.13,1.87,258.63,25.88,0.15
5/6/22 0:00,4915,3,769.19,280.81,259.19,50.82,26.74
5/6/22 0:00,4916,1,279.19,70.81,109.19,64.23,20.23
5/6/22 0:00,4918,6,1467.98,632.02,447.98,43.92,30.1
5/6/22 0:00,4929,40,397,3,397,,0.75
5/6/22 0:00,4930,1,222.47,57.53,92.47,71.13,20.55
5/6/22 0:00,4933,5,1215.68,434.32,465.68,62.09,26.32
5/6/22 0:00,4936,6,1363.89,436.11,523.89,62.37,24.23
5/6/22 0:00,4937,1,311.64,78.36,111.64,55.82,20.09
5/6/22 0:00,4938,20,5201.97,1398.03,2201.97,73.4,21.18
5/6/22 0:00,4939,9,2167.69,802.31,817.69,60.57,27.01
5/6/22 0:00,4940,1,1072.15,577.85,176.65,19.73,35.02
5/9/22 19:00,126,1,301.76,78.24,85.76,39.7,20.59
5/9/22 19:00,140,2,386.49,173.51,94.49,32.36,30.98
5/9/22 19:00,212,1,560,140,182,48.15,20
5/9/22 19:00,213,9,4679.7,1170.3,1714.21,57.81,20.01
5/9/22 19:00,217,1,695,175,254,57.6,20.11
5/9/22 19:00,222,1,460,310,82,21.69,40.26
5/9/22 19:00,1057,2,526.23,133.77,273.27,108.03,20.27
5/9/22 19:00,1149,5,1198.24,301.76,498.24,71.18,20.12
5/9/22 19:00,1217,1,142.64,37.36,57.44,67.42,20.76
5/9/22 19:00,2108,5,1199.51,300.49,499.51,71.36,20.03
5/9/22 19:00,2274,1,280,70,110,64.71,20
5/9/22 19:00,2597,4,861.87,218.13,421.87,95.88,20.2
5/9/22 19:00,2734,1,240,60,90,60,20
5/9/22 19:00,2772,2,285.85,54.15,-54.15,-15.93,15.93
5/9/22 19:00,3068,1,239.86,60.14,99.86,71.33,20.05
5/9/22 19:00,3246,6,1291.66,328.34,631.66,95.71,20.27
5/9/22 19:00,3528,1,598.91,151.09,202.91,51.24,20.15
5/9/22 19:00,3540,1,215,55,105,95.45,20.37
5/9/22 19:00,3647,1,640,160,205,47.13,20
5/9/22 19:00,3657,1,215.68,54.32,105.68,96.07,20.12
5/9/22 19:00,3697,1,525,225,124.5,31.09,30
5/9/22 19:00,3803,1,359.38,90.62,129.38,56.25,20.14
5/9/22 19:00,4006,1,279.68,70.32,129.2,85.86,20.09
5/9/22 19:00,4037,15.25,8199.19,1560.81,3929.19,92.02,15.99
5/9/22 19:00,4117,1,423.38,106.62,113.38,36.57,20.12
5/9/22 19:00,4127,1,559.18,140.82,149.18,36.39,20.12
5/9/22 19:00,4134,2,639.64,160.36,223.64,53.76,20.05
5/9/22 19:00,4137,2,605,155,229,60.9,20.39
5/9/22 19:00,4138,2,620,160,224,56.57,20.51
5/9/22 19:00,4359,1,520,130,168,47.73,20
5/9/22 19:00,4438,1,271.69,68.31,97.69,56.14,20.09
5/9/22 19:00,4494,1,273.51,186.49,22.51,8.97,40.54
5/9/22 19:00,4495,1,1400,600,303,27.62,30
5/9/22 19:00,4505,1,416,104,132,46.48,20
5/9/22 19:00,4604,5,1076.82,273.18,526.82,95.79,20.24
5/9/22 19:00,4608,1,359.59,90.41,110.59,44.41,20.09
5/9/22 19:00,4616,2,430,110,210,95.45,20.37
5/9/22 19:00,4618,3.5,2459.42,60.58,1304.42,112.94,2.4
5/9/22 19:00,4694,4,1047.5,272.5,427.5,68.95,20.64
5/9/22 19:00,4713,6,1290,330,630,95.45,20.37
5/9/22 19:00,4714,1,185,85,75,68.18,31.48
5/9/22 19:00,4772,2,283.75,76.25,103.75,57.64,21.18
5/9/22 19:00,4787,2,526.11,133.89,246.11,87.9,20.29
5/9/22 19:00,4792,1,320,80,117.5,58.02,20
5/9/22 19:00,4795,9.25,5301.73,618.27,2896.73,120.45,10.44
5/9/22 19:00,4797,1,239.56,60.44,99.56,71.11,20.15
5/9/22 19:00,4817,5,1048.18,301.82,473.18,82.29,22.36
5/9/22 19:00,4821,2,479.32,120.68,199.32,71.19,20.11
5/9/22 19:00,4824,1,295.71,74.29,106.71,56.46,20.08
5/9/22 19:00,4825,2,430.87,109.13,210.87,95.85,20.21
5/9/22 19:00,4829,1,520,,325,166.67,
5/9/22 19:00,4830,1,223.7,56.3,103.7,86.42,20.11
5/9/22 19:00,4839,3,720,270,270,60,27.27
5/9/22 19:00,4846,1,159.71,40.29,69.71,77.46,20.15
5/9/22 19:00,4879,3,836.66,213.34,462.65,123.7,20.32
5/9/22 19:00,4880,1,1278.55,321.45,413.08,47.73,20.09
5/9/22 19:00,4889,0.5,630,,130.25,26.06,
5/9/22 19:00,4915,6,1643.01,456.99,623.01,61.08,21.76
5/9/22 19:00,4916,8,2167.37,632.63,807.37,59.37,22.59
5/9/22 19:00,4918,1,280,70,110,64.71,20
5/9/22 19:00,4926,7,1766.5,543.5,786.5,80.26,23.53
5/9/22 19:00,4927,1,560,140,80,16.67,20
5/9/22 19:00,4929,39,386.89,3.11,386.89,,0.8
5/9/22 19:00,4933,1,260,70,110,73.33,21.21
5/9/22 19:00,4938,5,1304,346,554,73.87,20.97
5/13/22 13:00,130,2,559.1,140.9,231.1,70.46,20.13
5/13/22 13:00,137,2,670.9,169.1,256.9,62.05,20.13
5/13/22 13:00,140,2,502.86,57.14,210.86,72.21,10.2
5/13/22 13:00,141,1,450,,201,80.72,
5/13/22 13:00,212,1,560,140,182,48.15,20
5/13/22 13:00,217,3,1773.77,836.23,450.77,34.07,32.04
5/13/22 13:00,1057,1,330,,203.52,160.91,
